title,description
"Home Based Payroll Typist/Data Entry Clerks Positions Available We have several openings available in this area earning $1000.00-$2500.00 per week. We are seeking only honest, self-motivated people with a desire to work in the home typing and data entry field, from the comfort of their own homes.The preferred applicants should be at least 18 years old with Internet access. No experience is needed. However the following skills are desirable:   Basic computer and typing skills, ability to spell and print neatly, ability to follow directions. ",1
"Cruise Staff Wanted *URGENT* 6* Ultra Luxury American Cruise Company is urgently looking for the following positions:*Hospitality - For the many Bars &amp; Restaurants on board.*Retail - For the Duty FREE Shops &amp; Boutiques on board.*housekeeping - For the Housekeeping &amp; Cleaning jobs.*Office Admin - For the Front desk &amp; Tour booking jobs*Other Positions - DJ's, Security Staff, Photographers &amp; Nannies.Vessel type or operation: 6* Ultra Luxury Cruise.Certification &amp; Experience: Previous experience (not Required)Good English speaker, Some Customer Service Skills, wanting to learn &amp; work.Job Type: Perm.Sailing Area: World wide.Benefits: On board en suite accommodation and food, Medical cover for duration of contract, world work visa, free wifi, TAX FREE Salary &amp; more!Job Description:A 6* Ultra Luxury Cruise Company are looking to recruit hardworking, enthusiastic cruise personal. This exciting opportunity is available to candidates who are willing to Learn, work &amp; are flexible.Candidate will also have Some Customer Service Skills, skills in Public Relations and are Good English speakers. Rotation is 4 months on 2 months off. Great Salary in Euros (TAX FREE) Pay is discussed via communication after full application proccess.If you are looking for a new adventure.. APPLY TODAY!Please send your resume to: #EMAIL_6e824a2834da27298c6d199e4d1829b32ca54fc0bacb0acf6d748f04fc69953b# (coppy &amp; paste this e-mail address)We will contact you shortly after within 24 hours.Looking forward to have you Aboard.Adrian WestDept. Rec. Certification &amp; Experience: Previous experience (not Required)Good English speaker, Some Customer Service Skills, wanting to learn &amp; work. ",1
"Actionscript Developer OgilvyOne Worldwide, Athens seeks to recruit an Actionscript Developer to join its award winning team in producing cutting edge digital campaigns, involving microsites, multiplayer games, dynamic video solutions and interactive ads. Solid Actionscript 3.0 programming.Experience working with JSON, Facebook API, Flash Streaming Server.Experience with digital video.Knowledge of Adobe Photoshop, HTML, JavaScript, CSS.Great sense of aesthetics and design, love for social media.Added Bonus skillsetHTML5.Mobile Applications.Starling Framework OgilvyOne worldwide, Athens was established in 1987. The company provides Digital, CRM and Promotional services to Greek and International clients.OgilvyOne Athens has been named both Digital and Direct Agency of the Year in Greece for 2012 and for 2013. During the last 6 years, it has been the most awarded agency for each year, at Greece's annual advertising awards, winning more than 200 ""Ermis Awards"", including 14 Grand Ermis.The agency's work, has also won awards for its results, including 4 Effie Awards Hellas.OgilvyOne Athens is the most awarded Greek agency abroad, winning international awards at Cannes Lions, CLIO Awards,One Show Entertainment, the London International Awards, the New York Festivals and IAB's MIXX Awards.",0
"Subsea Process System Engineer Corporate overviewAker Solutions is a global provider of products, systems and services to the oil and gas industry. Our engineering, design and technology bring discoveries into production and maximize recovery from each petroleum field. We employ approximately 28,000 people in about 30 countries. Go to #URL_0fa3f7c5e23a16de16a841e368006cae916884407d90b154dfef3976483a71ae# for more information on our business, people and values.We are looking for individuals who are prepared to take a position. Not only a position within Aker Solutions, but also a position on the exciting challenges the global oil and gas industry faces now and in the futureWe are looking for individuals who are prepared to take a position. Not only a position within Aker Solutions, but also a position on the exciting challenges the global oil and gas industry faces now and in the future. Aker Solutions is a world leading supplier of subsea pumping, compression, processing and power distribution systems for the subsea oil and gas industry. Currently we are realizing the Åsgard Subsea Compression System ready to start up in 2015. We see a development of market opportunities, where even more processing systems are moved subsea establishing the future subsea factory. Aker Solutions will split into two companies, one that will retain the Aker Solutions name and will focus on the subsea business and field design and a new oil-services investment company named Akastor consisting of six businesses that will be run independently.Aker Solutions’ subsea power and process unit is continuously improving solutions realizing the subsea factory. We are looking for highly motivated and creative engineers capable of shaping this future.We have several open positions at Houston, TX within subsea processing - separation, compression, and power systems. We need you to join the team in developing subsea processing solutions including separation, compression, flow assurance and pumps.Responsibilities and tasks• Take lead and be a driving force within subsea processing technology and systems from idea to the market. • Be the lead process system specialist in subsea processing projects, studies and concept developments, responsible for process system layout, design and simulations. • Be responsible for defining process system equipment. Qualifications &amp; personal attributesQualifications:• Strong fundamental understanding within fluid mechanics and characteristics, thermodynamics, energy processes and flow assurance.• Experience within oil and gas process systems and subsea processing design.• Understanding of the flow assurance challenges within subsea field development from reservoir to topside.• Master of Science or PhD in relevant discipline.• Oil &amp; gas experience (5-8 years) within subsea or offshore industry, preferable within processing. Candidates with less experience but with strong qualifications may be evaluated.Personal qualities:• Ability to apply the fundamental competence to improve existing and in exploring new solutions. • Innovative and problem solving mindset. • Result orientated - ability to have an elevated, global view over a challenge and identify and solve the key issues.• Ability to work under pressure and on own initiative.• Team player but also self-managed, independent and pro-active. ",1
"Network Systems Engineer We are looking for enthusiastic engineers to join our growing technical team, large amounts of commercial experience is not a requirement, but Engineers with a genuine passion for technology and a desire to gain experience in a varied and interesting environment will thrive in our environmwent.This core role is as a member of a team managing our own infrastructure and supporting our customers in the use of our technology: under the hood fault finding, assisting with installation of equipment and supporting use of product APIs.It presents an ideal opportunity for a graduate with a good network systems or similar degree and development or programming skills to progress a career within our UK based product development business. Solid knowledge in some of the following technologies and an ability to learn quickly is key:TCP/IP networking fundamentals: L3 architecturesL2 LAN and WAN technologiesLinux or BSD based systemsAsterisk or other Open Source communications projectsJavascript or C++ developmentHTML5, WebRTCSIP/ICE fundamentalsAs well as the above technical skills, the following personal qualities are a pre-requisite:Good self management skills: the ability to progress tasks and activities from initial information gathering and planning through to successful completion without excessive supervisionAbility to research technical topics, quickly acquiring and applying information to everyday tasksVery clear written and spoken English on a technical levelAbove all we are looking for candidates who will be comfortable and contribute strongly in a very dynamic small company. This is a very challenging environment but gives unlimited opportunities for growth to the right candidate. ipcortex is a rapidly expanding innovator, applying open Internet technologies like SIP, XMPP and WebRTC to provide mainstream business communication solutions.We work in informal and very effective teams which provide a perfect environment for talented and focussed individuals to achieve their potential. Our organic growth ethos presents unlimited opportunities for our outstanding staff to progress as they contribute to our success.",0
"Corporate Marketing Our firm's growth has created an excellent opportunity for the proper candidate to lead our complete marketing efforts. This is a fantastic opportunity with unlimited potential for the right person.Your responsibilities will include:* Creating and maintaining our social media strategy. * Generating strategic and effective marketing campaigns to create leads and fuel growth.* Perform market research to maximize our services and products penetration.* Manage and maintain our website strategy and presence.* Support company's sales efforts.The ideal candidate will be:* Highly creative.* Driven to succeed.* Multi-tasker.* Professional appearance and demeanor.* Goal and team oriented.If you believe you can assist us in increasing our growth, please provide a cover letter as well as your resume for immediate consideration.EOE  Our company is kept confidential due to the large number of responses we receive.",0
" Payroll Data Entry Clerk Position - Earn $100-$200 Daily  This job requires you to have the ability to operate keyboard or other data entry device to enter data into computer or onto magnetic tape or disk for subsequent entry. Inputs alphabetic and numeric information from credit card applications onto an automated credit processing system, other clerical duties as required.Follows set procedures and meets specific throughput standards. Able to work under deadline pressure with minimum supervision, read large dollar figures for long periods of time.  We are seeking only honest, self-motivated people with a desire to work in the typing and data entry fieldThe preferred applicants should be at least 18 years old with Internet access. Little experience is needed.Minimum Qualifications:•             High School diploma or GED.•             1 year of clerical/data entry experience in a fast-paced environment.•             Demonstrate attention to detail with excellent data entry, communication (interpersonal, telephone) and organization skills.•             Ability to prioritize projects within a fast-paced, deadline-driven environment using tact and discretion.•             Basic database usage.•             Team player with good communication, data entry, organization and follow-through skills.•             Ability to write and type grammatically correct database entries in English.•             Intermediate Microsoft Word and Excel skills.•             Experience using a corporate email system.•             Basic Microsoft PowerPoint.  ",1
"Paratransit Driver We are a service provider for the City of London for the Specialized Transit Service and have been the primary operator since 2006.  This public transportation service provides over 260,000 trips per year for those individuals who physically cannot use the regular public transit buses.Voyageur's Paratransit Drivers provide superior customer service and work closely with individuals with special needs.  Drivers are required to aid passengers boarding the bus, maneuvering wheelchairs, fastening Q-Straint belts, lifting portable assistive devices, and assisting ambulatory passengers.  The Paratransit Driver ensures all passengers, devices and mobility aids are restrained and secure, provide passengers with information on fares, schedules and stops.  A manifest is provided daily and Drivers are required to have a solid geographical knowledge of the City of London to ensure efficient routing.        Voyageur Transportation is committed to provide accommodation for individuals with disabilities throughout the recruitment process. Accommodations are available upon request of the internal or external applicant. If you require an accommodation due to a disability for an interview, please notify Human Resources directly to make appropriate arrangements when contacted for an interview. Posses G, B, E, or F Licence (must be willing to upgrade to minimum 'F class' licence)Posses clean drivers abstract and obtain a recent copy for a driver file.Display safe and defensive driving techniques.Ability to work independently.Have a sound knowledge of the City of London and be capable of planning own routingBe available to work flexible hours. (service runs 7 days per week)Be physically capable of performing repetitive lifting of objects up to 60 lbs.Must have own transportation to workMust have CSA approved footwear.Experience with wheelchairs and/or Q-straints an assetCustomer service and/or experience working with individuals with special needs an asset Voyageur is one of Ontario's leading transportation companies, serving Southwestern and Central Ontario for over 34 years. Voyageur offers professional passenger transportation solutions in four different business segments: Non-Emergency Medical Transportation (wheelchair and stretcher transfers), School Bussing and Charters, Public Transit (Conventional and Para), and Checker Limousine. We also provide various Training Solutions including Red Cross First Aid and CPR and First Responder training, licence upgrading and various Health and Safety Programs. We continuously focus on safety and driver training. A careful recruitment process, a comprehensive orientation program, regular road evaluations, performance appraisals and defensive driving education programs assist us to maintain the standards of our drivers and the quality of the services they provide. Much of our management team and seasoned drivers have been a part of the Voyageur team for many years.",0
"Finance Assistant On behalf of our client we are looking for an Finance Assistant All-rounder for a newly created position within fast growing organization. Role and activities:Understand requirements of customers and their challenges in finance domain Document the requirements, discuss and finalise scope of work Customise the finance software to suit the agreed scope of work General requirements: · Male or Female · Age from 18 and more · A student or someone with the formation · Good skills of communications · Literate in MS Word, Excel, Powerpoint and Outlook · Able to work under pressure and prioritise, in a dynamic environment ",1
"Caregiver-St Joseph/Benton Harbor Home Sweet Home In-Home Care is currently seeking responsible individuals with a heartfelt desire to assist seniors or disabled individuals safely perform activities of daily living. This position may entail assistance with walking and exercise, menu planning, meal preparation, grocery shopping, personal care, light housekeeping, laundry, companionship, errands and escorting clients to and from appointments, etc... Starting pay is competitive with 90 and 180 day performance reviews. It is important that applicants be familiar with and close to the service areas in an effort to schedule clients effectively and efficiently. Experience is preferred but we will train the right person.  ""Our mission to our clients is to preserve their independence, enhance their quality of life, promote health &amp; wellbeing and have them consider us a part of their family.""",0
"Auditor (We have more than 1500+ Job openings in our website and some of them are relevant to this job. Feel free to search it in the website and apply directly. Just Click the “Apply Now” and you will redirect to our main website where you can search for the other jobs.)The Senior Accountant will contribute to and/or lead client engagements and will supervise the field work of junior staff accountants on assurance &amp; audit related initiatives. Client engagements will vary in size, scope and industry and may include the involvement of managers and partners.Job Requirements:A strong desire for continuous learning and career advancementAbility to travel regionally for client engagements as neededExperience working with clients from a variety of industriesQualifications Required:Bachelors degree in Accounting or FinanceCPA certification or JD requiredJob Responsibilities:BudgetingSEC FilingsAnnual ReportsJob Title: Jr. Auditor - 3 years accounting experience - Cincinnati, OHJob Location: Job is in Cincinnati, OHVisit - #URL_ec64af2b4fe2ca316e828f93b0cd098c22f8beba98dcac09d4dd7384b221a5e8#-#URL_2954b76adf23051d4bc35fc729f5a18c5de715ed82dfaee24b3aabbf3874ca57#   We Provide Full Time Permanent Positions for many medium to large US companies. We are interested in finding/recruiting high quality candidates in IT, Engineering, Manufacturing and other highly technical and non-technical jobs.",0
"Senior System Test Engineer Senior System Test Engineer | San Jose, CAAs a member of the Service Provider Engineering team, you will be responsible for the design quality of DSL products with specific emphasis on IADs (VoIP).    Our DSL and Cable broadband products address Home Gateway, IPTV and Voice over IP (VoIP) services and are targeted at service providers.  These products will incorporate one or several of the following technologies:  DSL, PPPoX, DNS/DHCP, IP, SIP, IGMP, 802.11 Wireless, Ethernet, VPN, Firewalls, 3G / LTE.Job ResponsibilitiesMonitor and oversee the ODM quality processes and QA test, and verify test coverage.Work within the engineering development organization to verify the design quality of DSL products.Perform product testing to verify product performance and diagnose product defects.Perform verification and regression testing for bug fixes.  Log, track and drive to closure all bugs directly with overseas developers.Develop test plans from requirements and supervise QA testing both within our company and in overseas supplier’s labs.Set up and maintain in-house DSL, 3G / LTE, VoIP and IPTV Network test bedMonitor/Manage qualification of products with customers and understand customer requirements and test plans.Create additional test cases as required to cover customer’s requirements.Send regular Test Status Reports to product team with metrics to indicate overall test progress and product maturity.Provide input for manuals, help files, application notes and tech support web pagesSupport any 3rd level technical escalations from our technical support.Evaluate new products and reference designs. Skills and RequirementsBS in Computer Science or Engineering. 5 years in QA or System Test in a lead role testing networking productsWell-versed in QA methodologies and Test Driven Development.Experience using test tools, such as Test Director, WinRunner, QAPartner, etc.Hands-on test capability, operate wired and mobile network test equipment, build test environments, troubleshoot networks and productsIn depth knowledge of VoIP (SIP, MGCP), for example can setup and configure Softswitch, perform voice quality testing etcStrong understanding of IP networking, TCP/IP, HTTP, FTP, DNS and other IP communication protocols. Knowledge of routers, Wireless (802.11x), VPN.Knowledge of DSL standards and industry is a plus.Hands-on experience with Rohde &amp; Schwarz CMU200 / CMW500 a plus.Ability to independently track and resolve issues.Teamwork.  This position requires a close working relationship with the extended team, including engineering, operations, sales, customer support, marketing and program managementMulti-tasker.  Experience working in a start-up environment.Good communication skills, both written and verbal.Fluency in Mandarin is a plus. NETGEAR and Aptitude Staffing Solutions have partnered up in an effort to streamline the hiring process and provide a more efficient and effective recruitng model.  Our focus is to help develop and achieve your career goals while makeing a solid geographical, cultural and professional fiit when leveraging your career into your new and exciting professional venture!  NETGEAR, Inc. (NASDAQGM: NTGR) designs innovative, branded technology solutions that address the specific networking, storage, and security needs of small- to medium-sized businesses and home users. The company offers an end-to-end networking product portfolio to enable users to share Internet access, peripherals, files, multimedia content, and applications among multiple computers and other Internet-enabled devices. Products are built on a variety of proven technologies such as wireless, Ethernet and powerline, with a focus on reliability and ease-of-use. NETGEAR products are sold in over 27,000 retail locations around the globe, and via more than 37,000 value-added resellers. The company's headquarters are in San Jose, Calif., with additional offices in 25 countries. Recruiting: #EMAIL_f4da338e899ddba983ac771b001681d1d2d93b3327ddc420a15f4e5a310071a9#  Media Inquiries: #EMAIL_1009f70bbfd3e2b05e1e73a998e14884ac7a09fe35b338b1f7f8767cf03effce# Investor Relations: #EMAIL_7ae15a228205094fb8cf58fbcb428394154f1c25f9629da4d54e091b86ce1037#",1
"Customer Service Representative • Be responsible for accurate and timely handling of all inbound &amp; outbound delinquent phone calls.• Analyzes payment history and notes from the system and clearly communicates status to the customer.• Documents all activities in accordance with established procedures in a clear and concise manner utilizing the appropriate systems and appropriate forms.• Analyzes account characteristics and negotiates with customer on acceptable arrangements to bring their account current and/or recommends appropriate solutions.  • Uses appropriate collection and skip tracing tools (Fast Data, extensions, due date changes, etc.) to maintain delinquencies, repossessions and losses at or below corporate objectives.• Promptly reports/refers sensitive and complex issues to the Collection Supervisor• Accounts in 60 day bucket with no solid arrangement should be refereed to Supervisor for next action• Initiates repossession procedures after other methods to bring account current are unsuccessful. Experience/Educational Requirements:• 2-3 years of experience in Commercial Collection or equivalent• Excellent verbal communication and interpersonal skills• Strong written communication skills• Team oriented and results drivenHigh School Diploma or equivalent required; Associate’s degree in Administrative field preferred1-3 years’ experience in administrative and/or accounting role preferred ",1
"Inside Sales Representative - Outside Sales Representative compensation: COMMENSURATE WITH EXPERIENCEDO YOU HAVE THE:-DESIRE TO CREATE A GROUND FLOOR MARKETING AND SALES CAMPAIGN?-ABILITY AND DRIVE TO WORK INDEPENDENTLY IN AN OUTSIDE SALES CAPACITY?-KNOWLEDGE OF FASTENERS AND WILLINGNESS TO LEARN APPLICATIONS OF OVER 14,000 ITEMS?-EXPERIENCE WITH THE TRADES? MARINE, MANUFACTURING, CONSTRUCTION, SCREEN ENCLOSURE OR WINDOW INSTALL INDUSTRIES?Then Florida Tool &amp; Fastener would like to talk to you. Florida Tool &amp; Fastener, a Keeping It Together, Inc., company is a leading distributor of fasteners in Southwest Florida. We are an established 30 year old company that is currently seeking an entrepreneurial minded individual for a ground floor opportunity.Florida Tool &amp; Fastener manages over 14,000 fasteners in our 15,000 square foot warehouse in Ft. Myers, Fl. We are the largest supplier of fasteners in the southwest Florida region. Our products are marketed locally from Sarasota to the Florida Keys and also nationally via our web presence.If you are a self-driven entrepreneurial minded individual, than we would like to talk to you.  Hawkeye Recruitment provides cost effective recruitment advertising solutions to help you cast the widest net to find the perfect candidate for your job. We can help improve your recruitment efforts, and streamline your hiring process. ",0
"Dropoff Agent Driver1. The GigYou will be delighting our clients with time sensitive local deliveries, performed with exceptional customer service and professionalismYou will use the latest mobile technology to effortlessly pickup and deliver goods to a growing list of clients in Houston2. Your Stats• You are genuinely a people person, someone who makes friends easily and enjoy interacting with Houstonians of all sorts• are sensitive to the urgency of business delivery and considerate of different needs for different types of clients• You are a quick learner and can intuitively provide an amazing customer experience to a variety of personalities on the fly• You are comfortable with mobile apps and using your phone to navigate the streets and highways of Houston• You are excited to work in a fast moving, rapidly growing and changing startup environment where your contributions have an impact the overall success of the company • You are over 21 with a clean driving record, and willing for us to run a background check to confirm.3. Your RideA registered and insured car, SUV, pickup truck or van less than 7 years old4. Your TakeAs an independent contractor partner, you may earn over $20 per hourWe offer a fun, friendly and innovative environment where we treat each other with respect and value the diversity of experience each of us brings.  Dropoff is modernizing courier and same-day delivery by providing our business customers a superior experience built on unmatched reliability, convenience and service, all powered by our proprietary technology platform.  Headquartered in Austin, Texas, Dropoff was launched in in May 2014.Join our growing team, where you can have a real impact on the way we’re shaping our business and reshaping the same-day delivery industry. Help us deliver a great experience locally, and expand our presence as we grow into markets around the country.We’re an Equal Opportunity Employer that values diversity and inclusiveness in the workplace.",0
"Risk Officer As a Risk Officer, you will be responsible for assessing and managing the risks involved in providing funding to SMEs. You will be involved in setting and monitoring credit limits, performing suitability and anti-fraud checks on SME applicants as well as contribute to the evolution of the company’s risk management strategy. A successful applicant will have a keen interest in risk management within finance, strong communication skills and ideally 2-3 years’ experience in a relevant role within risk assessment, portfolio risk management, banking or other areas of finance.Responsibilities:Onboarding &amp; diligence: process SME applications for funding, assess suitability of the applicant for the MarketInvoice product, make accept or decline decisions based on identified risksPortfolio management: set credit limits, pricing and loan-to-value rates based on relative riskiness or SME applicants. Monitor the riskiness of the portfolio based on reported events and evolution of credit scores of SME clientsAnti-fraud: identify potential fraud risks and perform verification and other spot-checks to mitigate these risks. Use judgement to determine the desired depth of anti-fraud investigations for a range of clientsProduct / Strategy: contribute to the risk management strategy, operation and fine-tuning of the MarketInvoice scoring system, help to create a scalable system of risk management and anti-fraud measures A keen interest in SME finance / credit risk management and anti-fraudGood judgement and ability to multi-task across multiple accountsAt least 2-3 years of experience in risk management, anti-fraud, invoice finance, underwriting or similar areas is a major bonusStrong communication and interpersonal skillsAbility to work and deliver results under limited supervision MarketInvoice is one of the most high-profile London based fin-tech companies. The Company is Europe’s leading P2P invoice finance platform that allows SMEs to quickly and flexibly sell their invoices, releasing critical working capital in the process.Our mission at MarketInvoice is to modernise the way in which SMEs finance their working capital and fund their growth. We are seeking to bring much-needed innovation to the banking industry in much the same way that online retailers disrupted the high street.You will be joining a diverse, multi-talented, fast-growing team that is passionate about using technology to help businesses access funding and change the world of business finance.",0
"Senior Software Engineer Η Play Venture A.Ε. είναι μια νέα εταιρεία στο κλάδο του online Gambling (mobile &amp; web) που επενδύει σε καινοτόμες τεχνολογίες για: i)    Την αύξηση της δέσμευσης και της συμμετοχής των καταναλωτών στα brands (player behavior analysis &amp; loyalty programs)  ii)    Στην ανάπτυξη real time web applications σχετικών με το κλάδο. Αναζητάμε έναν Senior Software Engineer για full time απασχόληση.  O υποψήφιος συνεργάτης θα πρέπει είναι ενημερωμένος για τις τελευταίες εξελίξεις σχετικά με τεχνολογίες του web. Θα αναλάβει μαζί με την υπόλοιπη ομάδα (εργάζονται ορισμένοι remotely) το σχεδιασμό της αρχιτεκτονικής του συστήματος/έργου που αναπτύσσει η εταιρεία και την παρακολούθηση (Product management) της ανάπτυξης του. Για το παραπάνω έργο εφαρμόζονται τεχνολογίες: PHP, Nodejs, Angularjs, websockets και NoSQL βάσης. Κύριες Αρμοδιότητες: 1. Θα συμμετέχει στο σχεδιασμό της αρχιτεκτονικής του συστήματος και συνολικά στο brainstorming για θέματα software, specs και χρονοδιαγράμματος. 2. Θα είναι υπεύθυνος (agile development) για τη τήρηση από την ομάδα ανάπτυξης των καθορισμένων διαδικασιών της αρχιτεκτονικής του συστήματος και του χρονοδιαγράμματος,  3. Θα αναπτύξει μέρη του λογισμικού του συστήματος/έργου. Πτυχίο “Επιστήμης Η/Υ” ή σχετικού αντικειμένου.3 χρόνια επαγγελματικής εμπειρίας σε OO PHP 5. 3 χρόνια εμπειρία με PHP framework (Bonus σε περίπτωση Laravel) ή  JAVA framework (play!, Spring). Ισχυρή κατανόηση της αρχιτεκτονικής web (HTTP, REST).Μεγάλη εμπειρία στο σχεδιασμό Βάσεων MySQL και ιδιαίτερα NoSQL βάσεις δεδομένων, (Bonus σε περίπτωση MongoDB ή Redis). Εμπειρία agile methodologies - scrum.Άριστη γνώση της αγγλικής γλώσσας.Επιθυμητά ΠροσόνταEμπειρία σε Nodejs ή οποιαδήποτε άλλα σχετικά πλαίσια. Κατανόηση MVC pattern για Web ApplicationsΕμπειρία σε Angularjs &amp; Γνώση CSS &amp; HTML5 Η Play Venture A.Ε. είναι μια νέα εταιρεία στο κλάδο του online Gambling (mobile &amp; web) που επενδύει σε καινοτόμες τεχνολογίες για :i)    Την αύξηση της δέσμευσης και της συμμετοχής των καταναλωτών στα brands (player behavior analysis &amp; loyalty programs) ii)    Στην ανάπτυξη real time web applications σχετικών με για το κλάδο.",0
"Dropoff Driver ""Agent"" - Houston Dropoff is currently hiring drivers – or “Agents”, as we call them.  If you know your way around Houston, share our passion for service, seek a flexible work schedule and like using the latest mobile tech, we’ve got the job for you!Your mission, should you choose to accept it:  To deliver packages with exceptional attention to service, while earning great pay with a flexible schedule!EARN $20 AND UP PER HOUREarn $20 and up per hour every day consistently, not just during surges.DRIVE PACKAGES, NOT PEOPLEYou can feel safe delivering packages and never have to worry about who's getting into your car.DRIVE DURING THE DAYTIMEWork and earn $$ during the daytime, and leave your nights free for whatever you want.FLEXIBLE HOURSWork full time or part time, the choice is yours.GET PAID WEEKLYGet paid every weekWE WANT AGENT FEEDBACKWe know that you're on the front lines, so we listen to you and give you the tools you need to succeed.ARMED WITH THE LATEST MOBILE TECHSimplify your daily grind by using your smartphone to easily accept jobs and route deliveries.OUR AGENTSYou are a people person, someone who makes friends easily and enjoys interacting with a wide variety of personalities.You understand the urgency of business delivery are willing to go the extra mile to provide great service.You are comfortable with mobile apps and using your phone to navigate the streets and highways of Austin.You are over 21 with a clean driving record and prepared for us to confirm via a background check.As independent contractor partners, our Dropoff Agents can consistently earn over $20 per hour.We're also interviewing for Full Time Employee (FTE) driver Agents who would qualify for healthcare benefits with opportunities to advance with the company as we grow. Qualified FTE's will drive company vehicles. 21 years of age or olderPositive, energetic attitudeStrong work ethicSolid knowledge of the cityA registered, insured and inspected car, SUV, pickup truck or van less than 10 years oldA current driving license and clean driving recordTech savvy -- you’re comfortable using a smartphone and appsiPhone 5 or newer preferredABOUT DROPOFFDropoff is modernizing courier and same-day delivery by providing its business customers a superior experience built on unmatched reliability, convenience and service, all powered by a proprietary technology platform.  Headquartered in Austin, Texas, Dropoff was launched in May 2014.Join our growing team, where you can have a real impact on the way we’re shaping our business and reshaping the same-day delivery industry. Help us deliver a great experience locally, and expand our presence as we grow into markets around the country.We’re an Equal Opportunity Employer that values diversity and inclusiveness in the workplace. Dropoff is modernizing courier and same-day delivery by providing our business customers a superior experience built on unmatched reliability, convenience and service, all powered by our proprietary technology platform.  Headquartered in Austin, Texas, Dropoff was launched in in May 2014.Join our growing team, where you can have a real impact on the way we’re shaping our business and reshaping the same-day delivery industry. Help us deliver a great experience locally, and expand our presence as we grow into markets around the country.We’re an Equal Opportunity Employer that values diversity and inclusiveness in the workplace.",0
"Web Developer This position is for a talented PHP/MYSQL/JQuery developer to join a vibrant, focused and technically minded team which is responsible for developing, customizing and supporting web-based learning solutions for high traffic, high performance sites. More info on our two main products can be found at: #URL_23a8409babd8ae0260244d3610b8d7f88495e3eb1fe730b82be2be57e51508b9# and #URL_f2d2f1ea3f9fcc75026b0724e3bf7d48700d249cba7828de9651dc64a2a8c716# Solid object-oriented design, programming, and debugging skillsA demonstrated expert-level proficiency in PHP 5+A strong understanding of SQL and database design, especially MYSQLExperience with JQUERY, CSS3 and HTML5Experience with GIT source code managementExperience with Linux command lineTrack record of producing high-quality web applications through the full product lifecycleExcellent technical communication, both verbal and writtenRidiculous attention to detailNice to haveExperience with Cloud technologies and services like Amazon AWS or RackspacecloudExperience with an MVC framework like Zend or YiiExperience with SMARTY We are a technology focused company with an established line of learning management tools that can cover a variety of customer needs. We build products to solve training problems of growing companies. Our portfolio includes eFront, an award winning LMS for enterprises and TalentLMS, a lean, cloud LMS for everyone that needs a really fast and simple way to train online. We are also working on an exciting new mobile product, named SNAPPICO, that combines aspects of microlearning, infographics and gamification.Our biggest differentiation factor is the fact that we are a technology driven company. It is engineers that take the important product decisions and this is a source of constant innovation.You can view our products at the following URLs:eFront - #URL_2e4aea6e3347f31445ea170f7975394813b6bae840dc614cc6e7e6d3428db841#Talentlms - #URL_c1d4e8b34a978f70594445a8f7b7fa5380dcb7dde53e7b4827f750da5a59ece2#Snappico - #URL_eec2adedbf447515b06d1d089df901cc1915e2a2a4c9088f69bc68cfe7d27b72#For more info about the company and its values you may read the following interview:  #URL_169bfe08bf3c3b4622f76eb04f2207ffbea0365d4d416890bf9a40cd355a134b#",0
"Temp to Perm Administrative Assistant Rubenstein Public Relations, one of New York City's most prestigious Public Relations firms is seeking an Administrative Assistant supporting the Company President. Looking for a hard-working candidate with a positive attitude, high energy, and a confident personality! Responsibilities:• Provide general administrative support which may include but not limited to filing, data entry, copying, note taking, scheduling, etc.• Follow company protocol with regard to processing incoming and outgoing messages• Manage incoming calls for the President, record messages and create call logs • draft various correspondences to both internal and external contacts on behalf of President • Additional projects as assigned Required Qualifications:• College degree with at least 4 years of administrative assistant experienceCan type at least 70 WPM• Excellent phone etiquette and communication skills• Ability to multitask with shifting priorities and to interact with diverse personalities• Ability to be discrete on confidential matters and show a sense of urgency when needed• Exceptional organizational skills and strong attention to detail• Ability to confidently interact with internal and external executives in a personable and professional manner • Positive attitude, high energy, and confident personality is a must • Proficient in Microsoft Office, including Word and Excel• Must be detail oriented and organized with a can-do attitude and willingness to get the job done An independent mid-size agency, RPR possesses a firm understanding of the marketplace in New York and across the United States, Europe and the Middle East. Our personal relationships with editors, writers and producers in leading media outlets around the world are one reason RPR is able to secure in-depth, feature coverage in some of the most well-read publications and on respected television news programs.A unique advantage of RPR is our organizational structure. A team of senior publicists brings specialized industry knowledge and extensive media relationships to every account. Guided by a multi-disciplined and proactive approach, RPR consistently delivers maximum exposure for our clients and their companies.Our practice areas are staffed by senior industry professionals in the following sectors: real estate, business-to-business, financial services, technology, security, hospitality and lifestyle, luxury and consumer brands and products, cleantech, entertainment, healthcare and non-profit organizations.RPR’s staff is comprised of senior-level communications professionals with specific expertise that aligns with our practice areas. Our staff members frequently call upon colleagues with other areas of focus to supplement our overall efforts on behalf of our clients and provide a comprehensive service platform.",0
